"OP_UNIQUE_CARRIER","TAIL_NUM"
"WN","N8678E"
"WN","N255WN"
"WN","N8611F"
"WN","N264LV"
"WN","N244WN"
"WN","N8651A"
"WN","N7831B"
"WN","N7816B"
"WN","N7745A"
"WN","N919WN"
"WN","N905WN"
"WN","N7707C"
"WN","N216WR"
"WN","N629SW"
"WN","N7743B"
"WN","N8665D"
"WN","N236WN"
"WN","N7710A"
"WN","N650SW"
"WN","N215WN"
"WN","N8632A"
"WN","N8507C"
"WN","N717SA"
"WN","N7881A"
"WN","N8603F"
"WN","N967WN"
"WN","N7739A"
"WN","N389SW"
"WN","N419WN"
"WN","N231WN"
"WN","N731SA"
"WN","N926WN"
"WN","N7834A"
"WN","N363SW"
"WN","N8692F"
"WN","N653SW"
"WN","N789SW"
"WN","N745SW"
"WN","N7876A"
"WN","N918WN"
"WN","N7746C"
"WN","N468WN"
"WN","N210WN"
"WN","N432WN"
"WN","N758SW"
"WN","N208WN"
"WN","N915WN"
"WN","N7722B"
"WN","N8513F"
"WN","N7708E"
"WN","N8606C"
"WN","N8670A"
"WN","N8659D"
"WN","N906WN"
"WN","N8503A"
"WN","N8522P"
"WN","N492WN"
"WN","N397SW"
"WN","N7741C"
"WN","N705SW"
"WN","N723SW"
"WN","N7838A"
"WN","N477WN"
"WN","N487WN"
"WN","N248WN"
"WN","N7734H"
"WN","N956WN"
"WN","N7811F"
"WN","N8327A"
"WN","N286WN"
"WN","N8671D"
"WN","N463WN"
"WN","N7747C"
"WN","N8684F"
"WN","N7737E"
"WN","N8515X"
"WN","N8631A"
"WN","N8694E"
"WN","N742SW"
"WN","N8674B"
"WN","N8657B"
"WN","N247WN"
"WN","N777QC"
"WN","N267WN"
"WN","N779SW"
"WN","N418WN"
"WN","N8605E"
"WN","N464WN"
"WN","N778SW"
"WN","N433LV"
"WN","N736SA"
"WN","N8664J"
"WN","N7713A"
"WN","N496WN"
"WN","N8320J"
"WN","N489WN"
"WN","N8526W"
"WN","N7836A"
"WN","N268WN"
"WN","N8672F"
"WN","N796SW"
"WN","N740SW"
"WN","N912WN"
"WN","N500WR"
"WN","N8633A"
"WN","N420WN"
"WN","N752SW"
"WN","N8329B"
"WN","N407WN"
"WN","N7812G"
"WN","N217JC"
"WN","N7818L"
"WN","N8321D"
"WN","N955WN"
"WN","N757LV"
"WN","N8308K"
"WN","N8650F"
"WN","N706SW"
"WN","N7874B"
"WN","N200WN"
"WN","N8641B"
"WN","N902WN"
"WN","N436WN"
"WN","N560WN"
"WN","N8305E"
"WN","N245WN"
"WN","N265WN"
"WN","N8649A"
"WN","N559WN"
"WN","N7875A"
"WN","N767SW"
"WN","N7827A"
"WN","N239WN"
"WN","N766SW"
"WN","N780SW"
"WN","N452WN"
"WN","N600WN"
"WN","N7716A"
"WN","N8303R"
"WN","N495WN"
"WN","N7813P"
"WN","N762SW"
"WN","N7727A"
"WN","N8613K"
"WN","N426WN"
"WN","N8604K"
"WN","N262WN"
"WN","N8623F"
"WN","N386SW"
"WN","N710SW"
"WN","N7736A"
"WN","N454WN"
"WN","N291WN"
"WN","N7821L"
"WN","N901WN"
"WN","N8621A"
"WN","N288WN"
"WN","N7873A"
"WN","N484WN"
"WN","N933WN"
"WN","N923WN"
"WN","N939WN"
"WN","N8622A"
"WN","N211WN"
"WN","N931WN"
"WN","N793SA"
"WN","N550WN"
"WN","N416WN"
"WN","N494WN"
"WN","N930WN"
"WN","N382SW"
"WN","N295WN"
"WN","N7848A"
"WN","N551WN"
"WN","N8301J"
"WN","N424WN"
"WN","N294WN"
"WN","N213WN"
"WN","N413WN"
"WN","N7752B"
"WN","N927WN"
"WN","N965WN"
"WN","N7846A"
"WN","N708SW"
"WN","N948WN"
"WN","N941WN"
"WN","N447WN"
"WN","N949WN"
"WN","N7878A"
"WN","N934WN"
"WN","N8699A"
"WN","N775SW"
"WN","N627SW"
"WN","N7830A"
"WN","N8686A"
"WN","N724SW"
"WN","N398SW"
"WN","N614SW"
"WN","N446WN"
"WN","N7712G"
"WN","N749SW"
"WN","N8642E"
"WN","N299WN"
"WN","N7733B"
"WN","N8653A"
"WN","N249WN"
"WN","N8676A"
"WN","N727SW"
"WN","N788SA"
"WN","N7742B"
"WN","N431WN"
"WN","N8612K"
"WN","N744SW"
"WN","N241WN"
"WN","N7732A"
"WN","N554WN"
"WN","N700GS"
"WN","N8311Q"
"WN","N8626B"
"WN","N240WN"
"WN","N8624J"
"WN","N797MX"
"WN","N741SA"
"WN",""
"WN","N743SW"
"WN","N8318F"
"WN","N261WN"
"WN","N944WN"
"WN","N940WN"
"WN","N444WN"
"WN","N8669B"
"WN","N251WN"
"WN","N8314L"
"WN","N8514F"
"WN","N478WN"
"WN","N385SW"
"WN","N8307K"
"WN","N428WN"
"WN","N7719A"
"WN","N271LV"
"WN","N7704B"
"WN","N8620H"
"WN","N945WN"
"WN","N903WN"
"WN","N638SW"
"WN","N7702A"
"WN","N563WN"
"WN","N394SW"
"WN","N290WN"
"WN","N402WN"
"WN","N564WN"
"WN","N959WN"
"WN","N7751A"
"WN","N427WN"
"WN","N7750A"
"WN","N472WN"
"WN","N761RR"
"WN","N278WN"
"WN","N219WN"
"WN","N482WN"
"WN","N218WN"
"WN","N8635F"
"WN","N282WN"
"WN","N212WN"
"WN","N755SA"
"WN","N8654B"
"WN","N937WN"
"WN","N8527Q"
"WN","N958WN"
"WN","N7854B"
"WN","N8528Q"
"WN","N438WN"
"WN","N378SW"
"WN","N953WN"
"WN","N7853B"
"WN","N734SA"
"WN","N936WN"
"WN","N7723E"
"WN","N7718B"
"WN","N220WN"
"AA","N3PMAA"
"AA","N3PKAA"
"AA","N3PLAA"
"AA","N5DKAA"
"AA","N3PHAA"
"AA","N3PJAA"
"AA","N3PNAA"
"AA","N904AA"
"AA","N907AA"
"AA","N906AA"
"AA","N901AA"
"AA","N903AA"
"AA","N905AA"
"AA","N908AA"
"AA","N3PPAA"
"AA","N934AA"
"AA","N108AA"
"AA",""
"AA","N717AA"
"AA","N902AA"
"AA","N7LBAA"
"AA","N7LEAA"
"AA","N7BWAA"
"AA","N7LNAA"
"AA","N7BFAA"
"AA","N8AGAA"
"AA","N8ABAA"
"AA","N8ACAA"
"AA","N8ALAA"
"AA","N8LGAA"
"AA","N8LJAA"
"AA","N8LCAA"
"AA","N8LEAA"
"AA","N8LAAA"
"AA","N8LBAA"
"AA","N8LDAA"
"AA","N8LFAA"
"AA","N8LHAA"
"AS","N272AK"
"AS","N275AK"
"AS","N274AK"
"AS","N273AK"
"AS","N277AK"
"B6","N980JB"
"B6","N981JB"
"DL","N324DX"
"DL","N917DL"
"DL","N320DN"
"DL","N819DX"
"DL","N776DE"
"DL","N879DN"
"DL","N323DN"
"DL","N831NW"
"DL","N774DE"
"DL","N315NB"
"DL","N877DN"
"DL","N665DN"
"DL","N377DE"
"DL","N775DE"
"DL","N667DN"
"DL","N878DA"
"DL","N881DN"
"DL","N321DH"
"DL","N301DV"
"DL","N177DN"
"DL","N834MH"
"DL","N322DN"
"DL","N811NW"
"DL","N183DN"
"DL","N843MH"
"DL","N880DN"
"DL","N174DN"
"DL","N830NW"
"DL","N882DN"
"DL","N325DN"
"DL","N826MH"
"DL","N883DN"
"DL","N801NW"
"DL","N175DZ"
"DL","N851NW"
"EV","N605QX"
"EV","N17108"
"EV","N17169"
"EV","N14905"
"EV","N740EV"
"F9","N310FR"
"F9","N311FR"
"F9","N719FR"
"HA","N479HA"
"NK","N536NK"
"NK","N535NK"
"NK","N649NK"
"NK","N901NK"
"NK","N676NK"
"NK","N677NK"
"NK","N675NK"
"NK","N650NK"
"OO","N877AS"
"OO","N906EV"
"OO","N909EV"
"OO","N907EV"
"OO","N904EV"
"OO","N423SW"
"OO","N900EV"
"OO","N923EV"
"OO","N258SY"
"OO","N878AS"
"OO","N914EV"
"OO","N260SY"
"OO","N919EV"
"OO","N868AS"
"OO","N256SY"
"OO","N882AS"
"OO","N881AS"
"OO","N8903A"
"OO","N953SW"
"OO","N257SY"
"OO","N259SY"
"OO","N876AS"
"OO","N209SY"
"OO","N211SY"
"OO","N207SY"
"OO","N213SY"
"OO","N920EV"
"OO","N917EV"
"OO","N984CA"
"UA","N26210"
"UA","N13113"
"UA","N822UA"
"UA","N895UA"
"UA","N76021"
"UA","N213UA"
"UA","N78001"
"UA","N894UA"
"UA","N54711"
"UA","N13138"
"UA","N893UA"
"UA","N2138U"
"UA","N2639U"
"UA","N2140U"
"UA","N410UA"
"UA","N219UA"
"UA","N2142U"
"UA","N217UA"
"UA","N2243U"
"UA","N641UA"
"UA","N788UA"
"UA","N2737U"
"UA","N2341U"
"UA","N782UA"
"UA","N647UA"
"UA","N2136U"
"UA","N69059"
"UA","N26967"
"UA","N222UA"
"UA","N69020"
"VX","N921VA"
"VX","N922VA"
"WN","N8533S"
"WN","N7856A"
"WN","N7857B"
"WN","N8537Z"
"WN","N8535S"
"WN","N8532S"
"WN","N8540V"
"WN","N8541W"
"WN","N408WN"
"WN","N8530W"
"WN","N8536Z"
"WN","N747SA"
"WN","N7855A"
"WN","N8529Z"
"WN","N8534Z"
"WN","N8539V"
"WN","N8531Q"
"WN","N8538V"
"WN","N7858A"
"WN","N8543Z"
"WN","N8542Z"
"WN","N8544Z"
"AA","N3PRAA"
"AA","N3PTAA"
"AA","N3PWAA"
"AA","N3PSAA"
"AA","N909AA"
"AA","N910AA"
"AA","N3PUAA"
"AA","N3PVAA"
"AA","N3PXAA"
"AA","N3RBAA"
"AA","N3RAAA"
"AA","N8LPAA"
"AA","N8LNAA"
"AA","N8LMAA"
"AA","N8LKAA"
"AA","N8LLAA"
"AS","N278AK"
"AS","N280AK"
"AS","N281AK"
"AS","N282AK"
"AS","N283AK"
"B6","N986JB"
"B6","N982JB"
"B6","N988JB"
"B6","N984JB"
"B6","N985JB"
"B6","N983JB"
"B6","N987JB"
"B6","N989JB"
"B6","N990JB"
"DL","N327DN"
"DL","N326DN"
"DL","N878DN"
"DL","N884DN"
"DL","N885DN"
"DL","N886DN"
"DL","N328DN"
"DL","N887DN"
"DL","N329DN"
"DL","N330DX"
"DL","N331DN"
"DL","N855NW"
"DL","N822DX"
"DL","N864DA"
"DL","N821DX"
"DL","N819NW"
"F9","N312FR"
"F9","N313FR"
"F9","N316FR"
"F9","N317FR"
"F9","N720FR"
"F9","N721FR"
"F9","N323FR"
"F9","N324FR"
"F9","N999FR"
"F9","N318FR"
"F9","N322FR"
"HA","N361HA"
"HA","N202HA"
"NK","N651NK"
"NK","N679NK"
"NK","N680NK"
"NK","N681NK"
"NK","N652NK"
"NK","N678NK"
"NK","N905NK"
"NK","N682NK"
"OO","N879AS"
"OO","N194SY"
"OO","N902EV"
"OO","N193SY"
"OO","N922EV"
"OO","N873AS"
"OO","N921EV"
"OO","N936EV"
"OO","N884AS"
"OO","N937EV"
"OO","N926EV"
"OO","N195SY"
"OO","N931EV"
"OO","N933EV"
"OO","N870AS"
"OO","N871AS"
"UA","N77022"
"UA","N78540"
"UA","N79541"
"UA","N77539"
"UA","N896UA"
"UA","N77542"
"UA","N77014"
"UA","N78003"
"UA","N77019"
"UA","N78009"
"UA","N78008"
"UA","N78002"
"UA","N57016"
"UA","N37018"
"UA","N74007"
"UA","N79011"
"UA","N77012"
"UA","N77006"
"UA","N45956"
"UA","N78017"
"UA","N76010"
"VX","N923VA"
"VX","N925VA"
"WN","N7862A"
"WN","N8706W"
"WN","N8552Z"
"WN","N8710M"
"WN","N8549Z"
"WN","N8551Q"
"WN","N7860A"
"WN","N8548P"
"WN","N8550Q"
"WN","N8547V"
"WN","N8705Q"
"WN","N8715Q"
"WN","N7859B"
"WN","N8716B"
"WN","N8546V"
"WN","N8707P"
"WN","N8714Q"
"WN","N8712L"
"WN","N8713M"
"WN","N8711Q"
"WN","N8708Q"
"WN","N8545V"
"WN","N7861J"
"WN","N8709Q"
"WN","N7863A"
"WN","N8553W"
"WN","N8554X"
"WN","N8555Z"
"WN","N8704Q"
"WN","N8556Z"
"AA","N489AA"
"AA","N7BVAA"
"AA","N7BNAA"
"AA","N672AA"
"AA","N7CCAA"
"AS","N792AS"
"AS","N791AS"
"DL","N623DL"
"DL","N315US"
"DL","N866DA"
"DL","N852NW"
"DL","N861NW"
"DL","N129DL"
"DL","N857NW"
"DL","N859NW"
"EV","N629AE"
"EV","N633AE"
"EV","N671AE"
"EV","N685AE"
"EV","N624AE"
"EV","N908EV"
"EV","N12996"
"EV","N14998"
"EV","N13997"
"EV","N16183"
"EV","N11193"
"EV","N14923"
"EV","N12924"
"EV","N11194"
"EV","N16999"
"EV","N13994"
"EV","N981EV"
"EV","N923EV"
"EV","N900EV"
"EV","N916EV"
"EV","N868AS"
"EV","N927EV"
"F9","N209FR"
"F9","N921FR"
"F9","N928FR"
"UA","N19951"
"UA","N175UA"
"UA","N27959"
"UA","N182UA"
"UA","N121UA"
"WN","N358SW"
"WN","N354SW"
"WN","N613SW"
"WN","N609SW"
"WN","N617SW"
"WN","N612SW"
"WN","N368SW"
"AA","N675AA"
"AA","N7BUAA"
"AS","N626AS"
"AS","N756AS"
"DL","N125DL"
"DL","N854NW"
"DL","N858NW"
"DL","N669US"
"DL","N863DA"
"DL","N853NW"
"EV","N15985"
"EV","N13995"
"EV","N14143"
"EV","N11181"
"EV","N21154"
"EV",""
"EV","N905EV"
"EV","N903EV"
"EV","N901EV"
"EV","N687JS"
"EV","N626AE"
"EV","N880AS"
"EV","N882AS"
"EV","N924EV"
"EV","N686BR"
"EV","N980EV"
"F9","N208FR"
"F9","N935FR"
"F9","N954FR"
"F9","N399FR"
"OO","N187SW"
"UA","N122UA"
"UA","N116UA"
"UA","N784UA"
"UA","N27957"
"UA","N29961"
"UA","N178UA"
"UA","N17963"
"UA","N26952"
"UA","N36962"
"WN","N360SW"
"WN","N374SW"
"WN","N611SW"
"WN","N356SW"
"UA","N35953"
"AA","N7BGAA"
"DL","N862DA"
"UA","N127UA"
"UA","N105UA"
"AA","N7BRAA"
"UA","N78005"
"UA","N13954"
"F9","PLANET"
"OO","N215AG"
"OO","N261SY"
"UA","N118UA"
"B6","N528JB"
"EV","N700TA"
"UA","N2644U"
"UA","N26970"
"UA","N38955"
"UA","N2534U"
"B6",""
"DL",""
"DL","N666US"
"DL","N667US"
